resources.name,resources.schema.fields.name,resources.schema.fields.var_class,resources.schema.fields.description,resources.schema.fields.constraints.enum
TAS_ACCIDENT,ROAD_CLASS,99a. Research Content,The numeric code that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable.).,"41-Four Lanes, Undivided"
TAS_ACCIDENT,ROAD_CLASS,99a. Research Content,The numeric code that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable.).,"42-Four Lanes, Divided"
TAS_ACCIDENT,ROAD_CLASS,99a. Research Content,The numeric code that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable.).,"43-Four Lanes, Ramp"
TAS_ACCIDENT,ROAD_CLASS,99a. Research Content,The numeric code that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable.).,"51-Five Lanes, Undivided"
TAS_ACCIDENT,ROAD_CLASS,99a. Research Content,The numeric code that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable.).,"52-Five Lanes, Divided"
TAS_ACCIDENT,ROAD_CLASS,99a. Research Content,The numeric code that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable.).,"53-Five Lanes, Ramp"
TAS_ACCIDENT,ROAD_CLASS,99a. Research Content,The numeric code that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable.).,"61-Six Lanes, Undivided"
TAS_ACCIDENT,ROAD_CLASS,99a. Research Content,The numeric code that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable.).,"62-Six Lanes, Divided"
TAS_ACCIDENT,ROAD_CLASS,99a. Research Content,The numeric code that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable.).,"63-Six Lanes, Ramp"
TAS_ACCIDENT,ROAD_CLASS,99a. Research Content,The numeric code that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable.).,"71-Seven Lanes, Undivided"
TAS_ACCIDENT,ROAD_CLASS,99a. Research Content,The numeric code that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable.).,"72-Seven Lanes, Divided"
TAS_ACCIDENT,ROAD_CLASS,99a. Research Content,The numeric code that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable.).,"73-Seven Lanes, Ramp"
TAS_ACCIDENT,ROAD_CLASS,99a. Research Content,The numeric code that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable.).,98-Not Applicable
TAS_ACCIDENT,ROAD_CLASS,99a. Research Content,The numeric code that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable.).,99 Other
TAS_ACCIDENT,ROAD_CLASS_SHORT_DESCRIPTION,99a. Research Content,The text description that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable).,00-Unknown
TAS_ACCIDENT,ROAD_CLASS_SHORT_DESCRIPTION,99a. Research Content,The text description that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable).,"11-One Lane, Undivided"
TAS_ACCIDENT,ROAD_CLASS_SHORT_DESCRIPTION,99a. Research Content,The text description that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable).,"12-One Lane, Divided"
TAS_ACCIDENT,ROAD_CLASS_SHORT_DESCRIPTION,99a. Research Content,The text description that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable).,"13-One Lane, Ramp"
TAS_ACCIDENT,ROAD_CLASS_SHORT_DESCRIPTION,99a. Research Content,The text description that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable).,"21-Two Lanes, Undivided"
TAS_ACCIDENT,ROAD_CLASS_SHORT_DESCRIPTION,99a. Research Content,The text description that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable).,"22-Two Lanes, Divided"
TAS_ACCIDENT,ROAD_CLASS_SHORT_DESCRIPTION,99a. Research Content,The text description that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable).,"23-Two Lanes, Ramp"
TAS_ACCIDENT,ROAD_CLASS_SHORT_DESCRIPTION,99a. Research Content,The text description that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable).,"31-Three Lanes, Undivided"
TAS_ACCIDENT,ROAD_CLASS_SHORT_DESCRIPTION,99a. Research Content,The text description that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable).,"32-Three Lanes, Divided"
TAS_ACCIDENT,ROAD_CLASS_SHORT_DESCRIPTION,99a. Research Content,The text description that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable).,"33-Three Lanes, Ramp"
TAS_ACCIDENT,ROAD_CLASS_SHORT_DESCRIPTION,99a. Research Content,The text description that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable).,"41-Four Lanes, Undivided"
TAS_ACCIDENT,ROAD_CLASS_SHORT_DESCRIPTION,99a. Research Content,The text description that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable).,"42-Four Lanes, Divided"
TAS_ACCIDENT,ROAD_CLASS_SHORT_DESCRIPTION,99a. Research Content,The text description that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable).,"43-Four Lanes, Ramp"
TAS_ACCIDENT,ROAD_CLASS_SHORT_DESCRIPTION,99a. Research Content,The text description that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable).,"51-Five Lanes, Undivided"
TAS_ACCIDENT,ROAD_CLASS_SHORT_DESCRIPTION,99a. Research Content,The text description that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable).,"52-Five Lanes, Divided"
TAS_ACCIDENT,ROAD_CLASS_SHORT_DESCRIPTION,99a. Research Content,The text description that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable).,"53-Five Lanes, Ramp"
TAS_ACCIDENT,ROAD_CLASS_SHORT_DESCRIPTION,99a. Research Content,The text description that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable).,"61-Six Lanes, Undivided"
TAS_ACCIDENT,ROAD_CLASS_SHORT_DESCRIPTION,99a. Research Content,The text description that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable).,"62-Six Lanes, Divided"
TAS_ACCIDENT,ROAD_CLASS_SHORT_DESCRIPTION,99a. Research Content,The text description that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable).,"63-Six Lanes, Ramp"
TAS_ACCIDENT,ROAD_CLASS_SHORT_DESCRIPTION,99a. Research Content,The text description that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable).,"71-Seven Lanes, Undivided"
TAS_ACCIDENT,ROAD_CLASS_SHORT_DESCRIPTION,99a. Research Content,The text description that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable).,"72-Seven Lanes, Divided"
TAS_ACCIDENT,ROAD_CLASS_SHORT_DESCRIPTION,99a. Research Content,The text description that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable).,"73-Seven Lanes, Ramp"
TAS_ACCIDENT,ROAD_CLASS_SHORT_DESCRIPTION,99a. Research Content,The text description that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable).,98-Not Applicable
TAS_ACCIDENT,ROAD_CLASS_SHORT_DESCRIPTION,99a. Research Content,The text description that describes structure of roadway on which accident occurred. Parking lots are coded as 98 (Not Applicable).,99 Other
TAS_ACCIDENT,ROAD_CONDITION,99a. Research Content,The numeric code that describes the roadway surface where the crash occurred.,01-Dry
TAS_ACCIDENT,ROAD_CONDITION,99a. Research Content,The numeric code that describes the roadway surface where the crash occurred.,02-Wet
TAS_ACCIDENT,ROAD_CONDITION,99a. Research Content,The numeric code that describes the roadway surface where the crash occurred.,03-Muddy
TAS_ACCIDENT,ROAD_CONDITION,99a. Research Content,The numeric code that describes the roadway surface where the crash occurred.,04-Snow
TAS_ACCIDENT,ROAD_CONDITION,99a. Research Content,The numeric code that describes the roadway surface where the crash occurred.,05-Slush
TAS_ACCIDENT,ROAD_CONDITION,99a. Research Content,The numeric code that describes the roadway surface where the crash occurred.,06-Ice
TAS_ACCIDENT,ROAD_CONDITION,99a. Research Content,The numeric code that describes the roadway surface where the crash occurred.,00-Unknown
TAS_ACCIDENT,ROAD_CONDITION,99a. Research Content,The numeric code that describes the roadway surface where the crash occurred.,99-Other
TAS_ACCIDENT,ROAD_CONDITION_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the roadway surface where the crash occurred.,01-Dry
TAS_ACCIDENT,ROAD_CONDITION_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the roadway surface where the crash occurred.,02-Wet
TAS_ACCIDENT,ROAD_CONDITION_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the roadway surface where the crash occurred.,03-Muddy
TAS_ACCIDENT,ROAD_CONDITION_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the roadway surface where the crash occurred.,04-Snow
TAS_ACCIDENT,ROAD_CONDITION_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the roadway surface where the crash occurred.,05-Slush
TAS_ACCIDENT,ROAD_CONDITION_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the roadway surface where the crash occurred.,06-Ice
TAS_ACCIDENT,ROAD_CONDITION_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the roadway surface where the crash occurred.,00-Unknown
TAS_ACCIDENT,ROAD_CONDITION_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the roadway surface where the crash occurred.,99-Other
TAS_ACCIDENT,ROAD_SURFACE,99a. Research Content,The numeric code that describes the type of road surface where the crash occurred.,00-Unknown
TAS_ACCIDENT,ROAD_SURFACE,99a. Research Content,The numeric code that describes the type of road surface where the crash occurred.,01-Asphalt
TAS_ACCIDENT,ROAD_SURFACE,99a. Research Content,The numeric code that describes the type of road surface where the crash occurred.,02-Gravel
TAS_ACCIDENT,ROAD_SURFACE,99a. Research Content,The numeric code that describes the type of road surface where the crash occurred.,03-Oiled Gravel
TAS_ACCIDENT,ROAD_SURFACE,99a. Research Content,The numeric code that describes the type of road surface where the crash occurred.,04-Earth
TAS_ACCIDENT,ROAD_SURFACE,99a. Research Content,The numeric code that describes the type of road surface where the crash occurred.,05-Concrete
TAS_ACCIDENT,ROAD_SURFACE,99a. Research Content,The numeric code that describes the type of road surface where the crash occurred.,06-Brick/Stone
TAS_ACCIDENT,ROAD_SURFACE,99a. Research Content,The numeric code that describes the type of road surface where the crash occurred.,07-Wood
TAS_ACCIDENT,ROAD_SURFACE,99a. Research Content,The numeric code that describes the type of road surface where the crash occurred.,99-Other
TAS_ACCIDENT,ROAD_SURFACE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the type of road surface where the crash occurred.,00-Unknown
TAS_ACCIDENT,ROAD_SURFACE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the type of road surface where the crash occurred.,01-Asphalt
TAS_ACCIDENT,ROAD_SURFACE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the type of road surface where the crash occurred.,02-Gravel
TAS_ACCIDENT,ROAD_SURFACE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the type of road surface where the crash occurred.,03-Oiled Gravel
TAS_ACCIDENT,ROAD_SURFACE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the type of road surface where the crash occurred.,04-Earth
TAS_ACCIDENT,ROAD_SURFACE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the type of road surface where the crash occurred.,05-Concrete
TAS_ACCIDENT,ROAD_SURFACE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the type of road surface where the crash occurred.,06-Brick/Stone
TAS_ACCIDENT,ROAD_SURFACE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the type of road surface where the crash occurred.,07-Wood
TAS_ACCIDENT,ROAD_SURFACE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the type of road surface where the crash occurred.,99-Other
TAS_ACCIDENT,SPEED_ADVISORY,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,201 Advisory - 10 Km/H
TAS_ACCIDENT,SPEED_ADVISORY,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,202 Advisory - 20 Km/H
TAS_ACCIDENT,SPEED_ADVISORY,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,203 Advisory - 30 Km/H
TAS_ACCIDENT,SPEED_ADVISORY,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,204 Advisory - 40 Km/H
TAS_ACCIDENT,SPEED_ADVISORY,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,205 Advisory - 50 Km/H
TAS_ACCIDENT,SPEED_ADVISORY,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,206 Advisory - 60 Km/H
TAS_ACCIDENT,SPEED_ADVISORY,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,207 Advisory - 70 Km/H
TAS_ACCIDENT,SPEED_ADVISORY,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,208 Advisory - 80 Km/H
TAS_ACCIDENT,SPEED_ADVISORY,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,209 Advisory - 90 Km/H
TAS_ACCIDENT,SPEED_ADVISORY,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,210 Advisory - 100 Km/H
TAS_ACCIDENT,SPEED_ADVISORY,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,211 Advisory - 110 Km/H
TAS_ACCIDENT,SPEED_ADVISORY,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,212 Advisory - 120 Km/H
TAS_ACCIDENT,SPEED_ADVISORY_SHORT_DESCRIPTION,99a. Research Content,"The text description that describes the advisory speed limit on section of roadway where the crash occurred, if applicable.",201 Advisory - 10 Km/H
TAS_ACCIDENT,SPEED_ADVISORY_SHORT_DESCRIPTION,99a. Research Content,"The text description that describes the advisory speed limit on section of roadway where the crash occurred, if applicable.",202 Advisory - 20 Km/H
TAS_ACCIDENT,SPEED_ADVISORY_SHORT_DESCRIPTION,99a. Research Content,"The text description that describes the advisory speed limit on section of roadway where the crash occurred, if applicable.",203 Advisory - 30 Km/H
TAS_ACCIDENT,SPEED_ADVISORY_SHORT_DESCRIPTION,99a. Research Content,"The text description that describes the advisory speed limit on section of roadway where the crash occurred, if applicable.",204 Advisory - 40 Km/H
TAS_ACCIDENT,SPEED_ADVISORY_SHORT_DESCRIPTION,99a. Research Content,"The text description that describes the advisory speed limit on section of roadway where the crash occurred, if applicable.",205 Advisory - 50 Km/H
TAS_ACCIDENT,SPEED_ADVISORY_SHORT_DESCRIPTION,99a. Research Content,"The text description that describes the advisory speed limit on section of roadway where the crash occurred, if applicable.",206 Advisory - 60 Km/H
TAS_ACCIDENT,SPEED_ADVISORY_SHORT_DESCRIPTION,99a. Research Content,"The text description that describes the advisory speed limit on section of roadway where the crash occurred, if applicable.",207 Advisory - 70 Km/H
TAS_ACCIDENT,SPEED_ADVISORY_SHORT_DESCRIPTION,99a. Research Content,"The text description that describes the advisory speed limit on section of roadway where the crash occurred, if applicable.",208 Advisory - 80 Km/H
TAS_ACCIDENT,SPEED_ADVISORY_SHORT_DESCRIPTION,99a. Research Content,"The text description that describes the advisory speed limit on section of roadway where the crash occurred, if applicable.",209 Advisory - 90 Km/H
TAS_ACCIDENT,SPEED_ADVISORY_SHORT_DESCRIPTION,99a. Research Content,"The text description that describes the advisory speed limit on section of roadway where the crash occurred, if applicable.",210 Advisory - 100 Km/H
TAS_ACCIDENT,SPEED_ADVISORY_SHORT_DESCRIPTION,99a. Research Content,"The text description that describes the advisory speed limit on section of roadway where the crash occurred, if applicable.",211 Advisory - 110 Km/H
TAS_ACCIDENT,SPEED_ADVISORY_SHORT_DESCRIPTION,99a. Research Content,"The text description that describes the advisory speed limit on section of roadway where the crash occurred, if applicable.",212 Advisory - 120 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,000-Unknown
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,101-Posted Speed - 10 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,102-Posted Speed - 20 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,103-Posted Speed - 30 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,104-Posted Speed - 40 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,105-Posted Speed - 50 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,106-Posted Speed - 60 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,107-Posted Speed - 70 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,108-Posted Speed - 80 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,109-Posted Speed - 90 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,110-Posted Speed - 100 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,111-Posted Speed - 110 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,112-Posted Speed - 120 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,301-Special - 10 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,302-Special - 20 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,303-Special - 30 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,304-Special - 40 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,305-Special - 50 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,306-Special - 60 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,307-Special - 70 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,308-Special - 80 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,309-Special - 90 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,310-Special - 100 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,311-Special - 110 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,312-Special - 120 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,401-Not Posted - 10 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,402-Not Posted - 20 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,403-Not Posted - 30 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,404-Not Posted - 40 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,405-Not Posted - 50 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,406-Not Posted - 60 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,407-Not Posted - 70 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,408-Not Posted - 80 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,409-Not Posted - 90 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,410-Not Posted - 100 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,411-Not Posted - 110 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,412 Not Posted - 120 Km/H
TAS_ACCIDENT,SPEED_ZONE,99a. Research Content,The numeric code that describes the speed limit on section of roadway where the crash occurred.,999-Other
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,000-Unknown
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,101-Posted Speed - 10 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,102-Posted Speed - 20 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,103-Posted Speed - 30 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,104-Posted Speed - 40 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,105-Posted Speed - 50 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,106-Posted Speed - 60 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,107-Posted Speed - 70 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,108-Posted Speed - 80 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,109-Posted Speed - 90 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,110-Posted Speed - 100 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,111-Posted Speed - 110 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,112-Posted Speed - 120 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,301-Special - 10 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,302-Special - 20 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,303-Special - 30 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,304-Special - 40 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,305-Special - 50 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,306-Special - 60 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,307-Special - 70 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,308-Special - 80 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,309-Special - 90 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,310-Special - 100 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,311-Special - 110 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,312-Special - 120 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,401-Not Posted - 10 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,402-Not Posted - 20 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,403-Not Posted - 30 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,404-Not Posted - 40 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,405-Not Posted - 50 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,406-Not Posted - 60 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,407-Not Posted - 70 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,408-Not Posted - 80 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,409-Not Posted - 90 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,410-Not Posted - 100 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,411-Not Posted - 110 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,412 Not Posted - 120 Km/H
TAS_ACCIDENT,SPEED_ZONE_SHORT_DESCRIPTION,99a. Research Content,The text description that describes the speed limit on section of roadway where the crash occurred.,999-Other
